InvoiceNo,InvoiceDate,CustomerID,ProductID,Category,UnitPrice,Quantity,Status,Country,TotalPrice
INV-012911,2023-01-26,CUST-04422,PROD-0015,Home & Garden,290000.0,1,Completed,Vietnam,290000.0
INV-012912,2023-04-16,CUST-01954,PROD-0095,Electronics,12960000.0,1,Completed,Malaysia,12960000.0
INV-012913,2023-12-04,CUST-00807,PROD-0044,Beauty,137000.0,1,Completed,Thailand,137000.0
INV-012914,2023-12-28,CUST-04975,PROD-0090,Clothing,151000.0,3,Completed,Indonesia,453000.0
INV-012915,2023-02-22,CUST-00495,PROD-0025,Clothing,398000.0,1,Completed,Indonesia,398000.0
INV-012916,2023-10-04,CUST-04262,PROD-0014,Clothing,481000.0,1,Completed,Singapore,481000.0
INV-012917,2023-08-23,CUST-02052,PROD-0005,Beauty,39000.0,1,Completed,Indonesia,39000.0
INV-012918,2023-01-11,CUST-00680,PROD-0074,Electronics,2120000.0,2,Completed,Singapore,4240000.0
INV-012919,2023-08-18,CUST-02906,PROD-0081,Clothing,347000.0,1,Completed,Indonesia,347000.0
INV-012920,2023-08-25,CUST-03567,PROD-0091,Home & Garden,140000.0,3,Completed,Indonesia,420000.0
INV-012921,2023-02-17,CUST-03881,PROD-0008,Sports,280000.0,1,Completed,Indonesia,280000.0
INV-012922,2023-03-10,CUST-01245,PROD-0086,Clothing,371000.0,4,Completed,Malaysia,1484000.0
INV-012923,2023-09-01,CUST-03013,PROD-0048,Sports,490000.0,1,Completed,Indonesia,490000.0
INV-012924,2023-06-14,CUST-00285,PROD-0007,Sports,640000.0,1,Completed,Indonesia,640000.0
INV-012925,2023-11-02,CUST-04300,PROD-0093,Clothing,53000.0,1,Completed,Indonesia,53000.0
INV-012926,2023-05-06,CUST-01808,PROD-0041,Clothing,461000.0,2,Completed,Indonesia,922000.0
INV-012927,2023-09-08,CUST-04419,PROD-0061,Sports,780000.0,1,Completed,Indonesia,780000.0
INV-012928,2023-11-30,CUST-04683,PROD-0035,Beauty,103000.0,1,Completed,Thailand,103000.0
INV-012930,2023-01-29,CUST-04045,PROD-0093,Clothing,53000.0,3,Completed,Indonesia,159000.0
INV-012931,2023-01-27,CUST-03278,PROD-0023,Home & Garden,1200000.0,2,Completed,Indonesia,2400000.0
INV-012932,2023-05-13,CUST-04069,PROD-0017,Home & Garden,1250000.0,1,Completed,Indonesia,1250000.0
INV-012933,2023-08-08,CUST-04643,PROD-0075,Home & Garden,1770000.0,1,Completed,Singapore,1770000.0
INV-012934,2023-03-16,CUST-00531,PROD-0056,Beauty,133000.0,1,Completed,Singapore,133000.0
INV-012935,2023-12-13,CUST-01091,PROD-0056,Beauty,133000.0,2,Completed,Thailand,266000.0
INV-012936,2023-08-16,CUST-03639,PROD-0044,Beauty,137000.0,2,Completed,Indonesia,274000.0
INV-012939,2023-05-23,CUST-03950,PROD-0093,Clothing,53000.0,4,Completed,Indonesia,212000.0
INV-012940,2023-03-22,CUST-04349,PROD-0059,Electronics,10360000.0,3,Completed,Singapore,31080000.0
INV-012941,2023-07-05,CUST-03895,PROD-0084,Beauty,290000.0,1,Completed,Malaysia,290000.0
INV-012942,2023-03-27,CUST-01443,PROD-0037,Home & Garden,1700000.0,1,Completed,Indonesia,1700000.0
INV-012943,2023-12-19,CUST-01061,PROD-0032,Electronics,9330000.0,1,Completed,Singapore,9330000.0
INV-012944,2023-01-19,CUST-03863,PROD-0009,Sports,480000.0,1,Completed,Indonesia,480000.0
INV-012945,2023-08-09,CUST-01001,PROD-0070,Clothing,218000.0,1,Completed,Indonesia,218000.0
INV-012946,2023-10-27,CUST-04453,PROD-0028,Beauty,202000.0,1,Completed,Singapore,202000.0
INV-012947,2023-05-22,CUST-02134,PROD-0025,Clothing,398000.0,1,Completed,Indonesia,398000.0
INV-012948,2023-10-14,CUST-00638,PROD-0018,Electronics,11080000.0,1,Completed,Indonesia,11080000.0
INV-012949,2023-02-01,CUST-02154,PROD-0097,Home & Garden,1370000.0,1,Completed,Singapore,1370000.0
INV-012950,2023-05-09,CUST-03801,PROD-0001,Electronics,860000.0,1,Completed,Indonesia,860000.0
INV-012951,2023-02-28,CUST-04649,PROD-0026,Electronics,12900000.0,2,Completed,Singapore,25800000.0
INV-012952,2023-04-09,CUST-01910,PROD-0095,Electronics,12960000.0,1,Completed,Indonesia,12960000.0
INV-012953,2023-08-01,CUST-00425,PROD-0079,Beauty,250000.0,1,Completed,Indonesia,250000.0
INV-012954,2023-01-14,CUST-02497,PROD-0035,Beauty,103000.0,1,Completed,Indonesia,103000.0
INV-012955,2023-11-12,CUST-02002,PROD-0071,Clothing,293000.0,3,Completed,Indonesia,879000.0
INV-012956,2023-12-14,CUST-01721,PROD-0058,Sports,870000.0,2,Completed,Indonesia,1740000.0
INV-012957,2023-09-26,CUST-02675,PROD-0096,Electronics,7960000.0,1,Completed,Singapore,7960000.0
INV-012958,2023-11-19,CUST-01324,PROD-0079,Beauty,250000.0,4,Completed,Indonesia,1000000.0
INV-012959,2023-06-23,CUST-04934,PROD-0089,Sports,510000.0,1,Completed,Indonesia,510000.0
INV-012960,2023-01-07,CUST-04240,PROD-0069,Sports,650000.0,4,Completed,Indonesia,2600000.0
INV-012961,2023-07-30,CUST-02868,PROD-0044,Beauty,137000.0,1,Completed,Malaysia,137000.0
INV-012962,2023-04-12,CUST-01499,PROD-0060,Electronics,10380000.0,1,Completed,Indonesia,10380000.0
INV-012963,2023-01-20,CUST-02401,PROD-0060,Electronics,10380000.0,1,Completed,Indonesia,10380000.0
INV-012964,2023-09-29,CUST-02407,PROD-0018,Electronics,11080000.0,1,Completed,Indonesia,11080000.0
INV-012965,2023-02-25,CUST-04431,PROD-0079,Beauty,250000.0,1,Completed,Indonesia,250000.0
INV-012966,2023-04-20,CUST-03629,PROD-0055,Beauty,191000.0,2,Completed,Malaysia,382000.0
INV-012967,2023-05-03,CUST-04936,PROD-0074,Electronics,2120000.0,2,Completed,Indonesia,4240000.0
INV-012968,2023-05-05,CUST-00334,PROD-0015,Home & Garden,290000.0,1,Completed,Indonesia,290000.0
INV-012969,2023-05-19,CUST-03522,PROD-0002,Home & Garden,570000.0,1,Completed,Indonesia,570000.0
INV-012970,2023-10-17,CUST-04040,PROD-0077,Clothing,445000.0,1,Completed,Indonesia,445000.0
INV-012971,2023-08-18,CUST-04748,PROD-0087,Beauty,299000.0,1,Completed,Indonesia,299000.0
INV-012972,2023-02-05,CUST-01420,PROD-0063,Beauty,73000.0,1,Completed,Thailand,73000.0
INV-012973,2023-07-08,CUST-01492,PROD-0041,Clothing,461000.0,1,Completed,Indonesia,461000.0
INV-012974,2023-03-18,CUST-00076,PROD-0032,Electronics,9330000.0,2,Completed,Malaysia,18660000.0
INV-012975,2023-08-07,CUST-04153,PROD-0066,Clothing,278000.0,1,Completed,Malaysia,278000.0
INV-012976,2023-08-10,CUST-04546,PROD-0052,Electronics,11460000.0,1,Completed,Singapore,11460000.0
INV-012977,2023-12-20,CUST-02528,PROD-0011,Electronics,11500000.0,1,Completed,Vietnam,11500000.0
INV-012978,2023-05-10,CUST-01307,PROD-0099,Sports,620000.0,1,Completed,Malaysia,620000.0
INV-012979,2023-11-23,CUST-04159,PROD-0085,Sports,780000.0,1,Completed,Vietnam,780000.0
INV-012980,2023-09-18,CUST-03195,PROD-0073,Sports,390000.0,2,Completed,Indonesia,780000.0
INV-012982,2023-04-04,CUST-02343,PROD-0073,Sports,390000.0,1,Completed,Indonesia,390000.0
INV-012983,2023-10-04,CUST-00341,PROD-0088,Home & Garden,930000.0,2,Completed,Indonesia,1860000.0
INV-012984,2023-07-01,CUST-01904,PROD-0035,Beauty,103000.0,1,Completed,Indonesia,103000.0
INV-012985,2023-01-14,CUST-04832,PROD-0086,Clothing,371000.0,2,Completed,Malaysia,742000.0
INV-012986,2023-06-03,CUST-03181,PROD-0059,Electronics,10360000.0,1,Completed,Indonesia,10360000.0
INV-012987,2023-07-12,CUST-01845,PROD-0079,Beauty,250000.0,1,Completed,Thailand,250000.0
INV-012988,2023-08-14,CUST-04629,PROD-0011,Electronics,11500000.0,3,Completed,Indonesia,34500000.0
INV-012989,2023-06-12,CUST-03940,PROD-0013,Home & Garden,630000.0,2,Completed,Indonesia,1260000.0
INV-012990,2023-03-24,CUST-03947,PROD-0090,Clothing,151000.0,1,Completed,Indonesia,151000.0
INV-012991,2023-02-27,CUST-04326,PROD-0055,Beauty,191000.0,1,Completed,Vietnam,191000.0
INV-012992,2023-04-09,CUST-04605,PROD-0009,Sports,480000.0,3,Completed,Malaysia,1440000.0
INV-012993,2023-02-23,CUST-02779,PROD-0068,Home & Garden,1700000.0,1,Completed,Indonesia,1700000.0
INV-012994,2023-06-02,CUST-02941,PROD-0020,Beauty,51000.0,1,Completed,Indonesia,51000.0
INV-012995,2023-11-26,CUST-02573,PROD-0059,Electronics,10360000.0,2,Completed,Indonesia,20720000.0
INV-012996,2023-03-01,CUST-00586,PROD-0097,Home & Garden,1370000.0,1,Completed,Indonesia,1370000.0
INV-012997,2023-07-22,CUST-03879,PROD-0080,Sports,790000.0,2,Completed,Indonesia,1580000.0
INV-012998,2023-06-18,CUST-00190,PROD-0008,Sports,280000.0,2,Completed,Indonesia,560000.0
INV-012999,2023-04-23,CUST-04495,PROD-0039,Electronics,12170000.0,1,Completed,Malaysia,12170000.0
INV-013001,2023-06-29,CUST-02499,PROD-0056,Beauty,133000.0,1,Completed,Vietnam,133000.0
INV-013002,2023-04-02,CUST-01939,PROD-0002,Home & Garden,570000.0,1,Completed,Indonesia,570000.0
INV-013003,2023-07-27,CUST-03470,PROD-0069,Sports,650000.0,1,Completed,Indonesia,650000.0
INV-013004,2023-06-05,CUST-01282,PROD-0007,Sports,640000.0,2,Completed,Malaysia,1280000.0
INV-013005,2023-05-23,CUST-01309,PROD-0019,Sports,210000.0,3,Completed,Indonesia,630000.0
INV-013006,2023-06-01,CUST-01283,PROD-0067,Electronics,13120000.0,1,Completed,Indonesia,13120000.0
INV-013007,2023-09-05,CUST-01648,PROD-0052,Electronics,11460000.0,1,Completed,Singapore,11460000.0
INV-013008,2023-01-28,CUST-01942,PROD-0019,Sports,210000.0,4,Completed,Indonesia,840000.0
INV-013009,2023-03-16,CUST-03627,PROD-0042,Sports,890000.0,1,Completed,Indonesia,890000.0
INV-013010,2023-06-02,CUST-03140,PROD-0078,Electronics,1740000.0,1,Completed,Indonesia,1740000.0
INV-013011,2023-03-06,CUST-00812,PROD-0003,Clothing,381000.0,1,Completed,Singapore,381000.0
INV-013012,2023-09-08,CUST-00221,PROD-0073,Sports,390000.0,5,Completed,Indonesia,1950000.0
INV-013013,2023-07-03,CUST-01754,PROD-0081,Clothing,347000.0,2,Completed,Indonesia,694000.0
INV-013014,2023-08-05,CUST-04269,PROD-0098,Clothing,293000.0,2,Completed,Singapore,586000.0
INV-013015,2023-10-24,CUST-01409,PROD-0059,Electronics,10360000.0,1,Completed,Indonesia,10360000.0
INV-013016,2023-03-31,CUST-04558,PROD-0028,Beauty,202000.0,3,Completed,Indonesia,606000.0
INV-013018,2023-02-18,CUST-02886,PROD-0008,Sports,280000.0,3,Completed,Thailand,840000.0
INV-013019,2023-04-23,CUST-02850,PROD-0005,Beauty,39000.0,1,Completed,Indonesia,39000.0
INV-013020,2023-08-23,CUST-01004,PROD-0046,Clothing,161000.0,1,Completed,Malaysia,161000.0
INV-013021,2023-08-02,CUST-04990,PROD-0095,Electronics,12960000.0,1,Completed,Malaysia,12960000.0
INV-013023,2023-01-30,CUST-04880,PROD-0059,Electronics,10360000.0,2,Completed,Singapore,20720000.0
INV-013024,2023-05-28,CUST-02722,PROD-0038,Electronics,3820000.0,4,Completed,Malaysia,15280000.0
INV-013025,2023-01-06,CUST-04102,PROD-0043,Home & Garden,500000.0,1,Completed,Indonesia,500000.0
INV-013026,2023-01-14,CUST-04697,PROD-0027,Electronics,6010000.0,3,Completed,Indonesia,18030000.0
INV-013027,2023-06-02,CUST-04260,PROD-0084,Beauty,290000.0,1,Completed,Indonesia,290000.0
INV-013028,2023-05-26,CUST-00141,PROD-0092,Sports,310000.0,2,Completed,Vietnam,620000.0
INV-013029,2023-10-09,CUST-04091,PROD-0030,Home & Garden,500000.0,2,Completed,Malaysia,1000000.0
INV-013030,2023-07-20,CUST-03001,PROD-0098,Clothing,293000.0,2,Completed,Indonesia,586000.0
INV-013031,2023-09-06,CUST-04956,PROD-0092,Sports,310000.0,1,Completed,Malaysia,310000.0
INV-013032,2023-09-17,CUST-01052,PROD-0032,Electronics,9330000.0,1,Completed,Indonesia,9330000.0
INV-013033,2023-12-27,CUST-02516,PROD-0027,Electronics,6010000.0,2,Completed,Thailand,12020000.0
INV-013034,2023-08-18,CUST-02919,PROD-0042,Sports,890000.0,1,Completed,Indonesia,890000.0
INV-013035,2023-01-16,CUST-01878,PROD-0047,Sports,590000.0,2,Completed,Indonesia,1180000.0
INV-013036,2023-10-22,CUST-00590,PROD-0025,Clothing,398000.0,4,Completed,Indonesia,1592000.0
INV-013037,2023-05-08,CUST-02246,PROD-0033,Clothing,290000.0,1,Completed,Indonesia,290000.0
INV-013038,2023-03-12,CUST-00022,PROD-0024,Electronics,1160000.0,2,Completed,Indonesia,2320000.0
INV-013040,2023-11-30,CUST-01279,PROD-0082,Sports,250000.0,1,Completed,Indonesia,250000.0
INV-013041,2023-08-31,CUST-04978,PROD-0093,Clothing,53000.0,1,Completed,Indonesia,53000.0
INV-013042,2023-11-22,CUST-00249,PROD-0008,Sports,280000.0,3,Completed,Vietnam,840000.0
INV-013043,2023-09-26,CUST-00250,PROD-0097,Home & Garden,1370000.0,1,Completed,Singapore,1370000.0
INV-013044,2023-12-20,CUST-04779,PROD-0085,Sports,780000.0,1,Completed,Indonesia,780000.0
INV-013045,2023-03-13,CUST-02763,PROD-0025,Clothing,398000.0,2,Completed,Indonesia,796000.0
INV-013046,2023-07-26,CUST-03855,PROD-0027,Electronics,6010000.0,1,Completed,Indonesia,6010000.0
INV-013047,2023-12-05,CUST-04477,PROD-0043,Home & Garden,500000.0,2,Completed,Indonesia,1000000.0
INV-013048,2023-05-17,CUST-00159,PROD-0093,Clothing,53000.0,1,Completed,Indonesia,53000.0
INV-013049,2023-05-31,CUST-00736,PROD-0057,Beauty,173000.0,1,Completed,Singapore,173000.0
INV-013050,2023-11-29,CUST-04542,PROD-0007,Sports,640000.0,4,Completed,Indonesia,2560000.0
INV-013051,2023-09-25,CUST-04763,PROD-0011,Electronics,11500000.0,1,Completed,Malaysia,11500000.0
INV-013052,2023-06-13,CUST-03888,PROD-0039,Electronics,12170000.0,2,Completed,Indonesia,24340000.0
INV-013054,2023-01-18,CUST-02060,PROD-0015,Home & Garden,290000.0,2,Completed,Indonesia,580000.0
INV-013055,2023-07-13,CUST-01312,PROD-0072,Sports,930000.0,1,Completed,Singapore,930000.0
INV-013056,2023-09-09,CUST-04948,PROD-0017,Home & Garden,1250000.0,1,Completed,Malaysia,1250000.0
INV-013057,2023-12-14,CUST-04871,PROD-0030,Home & Garden,500000.0,3,Completed,Indonesia,1500000.0
INV-013058,2023-01-11,CUST-02115,PROD-0075,Home & Garden,1770000.0,1,Completed,Indonesia,1770000.0
INV-013059,2023-08-05,CUST-03691,PROD-0010,Beauty,189000.0,1,Completed,Singapore,189000.0
INV-013060,2023-04-24,CUST-04833,PROD-0084,Beauty,290000.0,1,Completed,Indonesia,290000.0
INV-013061,2023-06-28,CUST-00683,PROD-0070,Clothing,218000.0,1,Completed,Indonesia,218000.0
INV-013062,2023-05-13,CUST-03973,PROD-0097,Home & Garden,1370000.0,3,Completed,Indonesia,4110000.0
INV-013063,2023-02-13,CUST-01807,PROD-0072,Sports,930000.0,3,Completed,Indonesia,2790000.0
INV-013064,2023-05-29,CUST-02193,PROD-0062,Home & Garden,310000.0,5,Completed,Indonesia,1550000.0
INV-013065,2023-03-14,CUST-01496,PROD-0032,Electronics,9330000.0,1,Completed,Indonesia,9330000.0
INV-013066,2023-03-16,CUST-02036,PROD-0051,Clothing,279000.0,2,Completed,Indonesia,558000.0
INV-013067,2023-12-19,CUST-03288,PROD-0020,Beauty,51000.0,1,Completed,Singapore,51000.0
INV-013068,2023-11-05,CUST-03162,PROD-0053,Electronics,2720000.0,1,Completed,Indonesia,2720000.0
INV-013069,2023-06-23,CUST-04102,PROD-0100,Clothing,403000.0,1,Completed,Indonesia,403000.0
INV-013070,2023-03-14,CUST-04269,PROD-0056,Beauty,133000.0,3,Completed,Singapore,399000.0
INV-013071,2023-05-16,CUST-01751,PROD-0075,Home & Garden,1770000.0,2,Completed,Indonesia,3540000.0
INV-013072,2023-05-11,CUST-01523,PROD-0018,Electronics,11080000.0,4,Completed,Indonesia,44320000.0
INV-013073,2023-05-11,CUST-04834,PROD-0026,Electronics,12900000.0,3,Completed,Indonesia,38700000.0
INV-013074,2023-04-24,CUST-01281,PROD-0053,Electronics,2720000.0,3,Completed,Indonesia,8160000.0
INV-013075,2023-01-04,CUST-04596,PROD-0027,Electronics,6010000.0,1,Completed,Indonesia,6010000.0
INV-013076,2023-12-02,CUST-02526,PROD-0044,Beauty,137000.0,2,Completed,Indonesia,274000.0
INV-013077,2023-11-01,CUST-00090,PROD-0009,Sports,480000.0,1,Completed,Indonesia,480000.0
INV-013078,2023-09-13,CUST-04516,PROD-0050,Clothing,499000.0,1,Completed,Indonesia,499000.0
INV-013079,2023-09-09,CUST-04402,PROD-0004,Sports,180000.0,1,Completed,Indonesia,180000.0
INV-013080,2023-08-26,CUST-01019,PROD-0003,Clothing,381000.0,1,Completed,Thailand,381000.0
INV-013081,2023-01-20,CUST-02881,PROD-0042,Sports,890000.0,1,Completed,Indonesia,890000.0
INV-013082,2023-02-09,CUST-01094,PROD-0026,Electronics,12900000.0,1,Completed,Indonesia,12900000.0
INV-013084,2023-08-09,CUST-03993,PROD-0074,Electronics,2120000.0,3,Completed,Malaysia,6360000.0
INV-013085,2023-12-20,CUST-04278,PROD-0011,Electronics,11500000.0,2,Completed,Indonesia,23000000.0
INV-013086,2023-08-15,CUST-02221,PROD-0060,Electronics,10380000.0,1,Completed,Malaysia,10380000.0
INV-013087,2023-12-28,CUST-01900,PROD-0051,Clothing,279000.0,1,Completed,Malaysia,279000.0
INV-013088,2023-08-07,CUST-03658,PROD-0071,Clothing,293000.0,1,Completed,Indonesia,293000.0
INV-013089,2023-11-15,CUST-02138,PROD-0046,Clothing,161000.0,1,Completed,Malaysia,161000.0
INV-013090,2023-05-10,CUST-02070,PROD-0008,Sports,280000.0,1,Completed,Indonesia,280000.0
INV-013091,2023-11-03,CUST-03244,PROD-0083,Sports,890000.0,5,Completed,Indonesia,4450000.0
INV-013092,2023-06-27,CUST-01019,PROD-0012,Clothing,364000.0,1,Completed,Thailand,364000.0
INV-013093,2023-12-09,CUST-01154,PROD-0059,Electronics,10360000.0,1,Completed,Indonesia,10360000.0
INV-013094,2023-12-15,CUST-01178,PROD-0034,Clothing,124000.0,1,Completed,Indonesia,124000.0
INV-013095,2023-08-29,CUST-03551,PROD-0062,Home & Garden,310000.0,1,Completed,Singapore,310000.0
INV-013096,2023-10-26,CUST-04556,PROD-0031,Home & Garden,1430000.0,1,Completed,Indonesia,1430000.0
INV-013097,2023-07-17,CUST-03800,PROD-0072,Sports,930000.0,1,Completed,Indonesia,930000.0
INV-013098,2023-02-25,CUST-01653,PROD-0087,Beauty,299000.0,4,Completed,Indonesia,1196000.0
INV-013099,2023-12-19,CUST-00279,PROD-0025,Clothing,398000.0,1,Completed,Malaysia,398000.0
INV-013100,2023-02-06,CUST-00667,PROD-0039,Electronics,12170000.0,1,Completed,Indonesia,12170000.0
INV-013102,2023-10-06,CUST-01886,PROD-0054,Clothing,406000.0,1,Completed,Indonesia,406000.0
INV-013103,2023-08-01,CUST-02541,PROD-0060,Electronics,10380000.0,1,Completed,Indonesia,10380000.0
INV-013104,2023-12-08,CUST-02319,PROD-0075,Home & Garden,1770000.0,1,Completed,Indonesia,1770000.0
INV-013105,2023-01-02,CUST-02486,PROD-0002,Home & Garden,570000.0,1,Completed,Vietnam,570000.0
INV-013106,2023-02-16,CUST-02921,PROD-0019,Sports,210000.0,1,Completed,Indonesia,210000.0
INV-013107,2023-07-31,CUST-03467,PROD-0093,Clothing,53000.0,1,Completed,Indonesia,53000.0
INV-013108,2023-07-15,CUST-04356,PROD-0050,Clothing,499000.0,1,Completed,Indonesia,499000.0
INV-013109,2023-04-27,CUST-01634,PROD-0059,Electronics,10360000.0,1,Completed,Malaysia,10360000.0
INV-013111,2023-08-23,CUST-03848,PROD-0057,Beauty,173000.0,1,Completed,Indonesia,173000.0
INV-013112,2023-05-16,CUST-04735,PROD-0053,Electronics,2720000.0,1,Completed,Indonesia,2720000.0
INV-013113,2023-07-09,CUST-01350,PROD-0062,Home & Garden,310000.0,1,Completed,Indonesia,310000.0
INV-013114,2023-03-31,CUST-04524,PROD-0002,Home & Garden,570000.0,1,Completed,Indonesia,570000.0
INV-013115,2023-03-25,CUST-01616,PROD-0043,Home & Garden,500000.0,1,Completed,Indonesia,500000.0
INV-013116,2023-07-03,CUST-04346,PROD-0059,Electronics,10360000.0,1,Completed,Indonesia,10360000.0
INV-013118,2023-02-20,CUST-03765,PROD-0006,Electronics,3670000.0,3,Completed,Indonesia,11010000.0
INV-013120,2023-10-03,CUST-03211,PROD-0026,Electronics,12900000.0,2,Completed,Indonesia,25800000.0
INV-013121,2023-01-28,CUST-04341,PROD-0026,Electronics,12900000.0,3,Completed,Indonesia,38700000.0
INV-013123,2023-09-30,CUST-00307,PROD-0066,Clothing,278000.0,2,Completed,Indonesia,556000.0
INV-013124,2023-07-16,CUST-00701,PROD-0077,Clothing,445000.0,1,Completed,Indonesia,445000.0
INV-013125,2023-05-15,CUST-04906,PROD-0034,Clothing,124000.0,1,Completed,Indonesia,124000.0
INV-013126,2023-10-24,CUST-02947,PROD-0064,Electronics,14330000.0,1,Completed,Indonesia,14330000.0
INV-013127,2023-10-20,CUST-04443,PROD-0026,Electronics,12900000.0,1,Completed,Indonesia,12900000.0
INV-013128,2023-09-28,CUST-02821,PROD-0026,Electronics,12900000.0,5,Completed,Thailand,64500000.0
INV-013129,2023-05-17,CUST-01033,PROD-0090,Clothing,151000.0,1,Completed,Indonesia,151000.0
INV-013130,2023-05-01,CUST-04547,PROD-0052,Electronics,11460000.0,2,Completed,Indonesia,22920000.0
INV-013131,2023-07-14,CUST-03793,PROD-0067,Electronics,13120000.0,1,Completed,Indonesia,13120000.0
INV-013132,2023-08-29,CUST-03379,PROD-0066,Clothing,278000.0,1,Completed,Indonesia,278000.0
INV-013133,2023-12-19,CUST-01658,PROD-0060,Electronics,10380000.0,1,Completed,Indonesia,10380000.0
INV-013134,2023-09-24,CUST-03138,PROD-0069,Sports,650000.0,1,Completed,Malaysia,650000.0
INV-013135,2023-12-19,CUST-02641,PROD-0095,Electronics,12960000.0,1,Completed,Indonesia,12960000.0
INV-013136,2023-03-02,CUST-02858,PROD-0019,Sports,210000.0,2,Completed,Indonesia,420000.0
INV-013137,2023-09-01,CUST-02492,PROD-0068,Home & Garden,1700000.0,3,Completed,Indonesia,5100000.0
INV-013138,2023-03-05,CUST-04271,PROD-0004,Sports,180000.0,3,Completed,Indonesia,540000.0
INV-013139,2023-03-13,CUST-04143,PROD-0037,Home & Garden,1700000.0,1,Completed,Indonesia,1700000.0
INV-013140,2023-01-03,CUST-01014,PROD-0095,Electronics,12960000.0,3,Completed,Indonesia,38880000.0
INV-013141,2023-05-03,CUST-02996,PROD-0069,Sports,650000.0,1,Completed,Singapore,650000.0
INV-013142,2023-10-11,CUST-03904,PROD-0099,Sports,620000.0,1,Completed,Indonesia,620000.0
INV-013143,2023-07-12,CUST-02838,PROD-0018,Electronics,11080000.0,2,Completed,Indonesia,22160000.0
INV-013144,2023-10-03,CUST-02002,PROD-0086,Clothing,371000.0,1,Completed,Indonesia,371000.0
INV-013145,2023-12-22,CUST-03575,PROD-0091,Home & Garden,140000.0,1,Completed,Singapore,140000.0
INV-013146,2023-02-11,CUST-00037,PROD-0080,Sports,790000.0,1,Completed,Indonesia,790000.0
INV-013147,2023-02-18,CUST-03305,PROD-0013,Home & Garden,630000.0,2,Completed,Indonesia,1260000.0
INV-013148,2023-08-12,CUST-04990,PROD-0042,Sports,890000.0,1,Completed,Malaysia,890000.0
INV-013149,2023-04-03,CUST-04993,PROD-0031,Home & Garden,1430000.0,1,Completed,Indonesia,1430000.0
INV-013150,2023-05-03,CUST-04017,PROD-0089,Sports,510000.0,1,Completed,Singapore,510000.0
INV-013151,2023-10-16,CUST-00391,PROD-0011,Electronics,11500000.0,2,Completed,Vietnam,23000000.0
INV-013153,2023-02-28,CUST-01386,PROD-0023,Home & Garden,1200000.0,1,Completed,Indonesia,1200000.0
INV-013154,2023-12-13,CUST-02420,PROD-0086,Clothing,371000.0,1,Completed,Indonesia,371000.0
INV-013155,2023-03-07,CUST-04487,PROD-0073,Sports,390000.0,1,Completed,Indonesia,390000.0
INV-013156,2023-06-21,CUST-00129,PROD-0078,Electronics,1740000.0,1,Completed,Indonesia,1740000.0
INV-013157,2023-04-05,CUST-03577,PROD-0075,Home & Garden,1770000.0,2,Completed,Indonesia,3540000.0
INV-013158,2023-03-19,CUST-01140,PROD-0033,Clothing,290000.0,1,Completed,Indonesia,290000.0
INV-013160,2023-07-17,CUST-01079,PROD-0085,Sports,780000.0,2,Completed,Indonesia,1560000.0
INV-013161,2023-09-28,CUST-01429,PROD-0019,Sports,210000.0,1,Completed,Indonesia,210000.0
INV-013162,2023-08-30,CUST-01823,PROD-0083,Sports,890000.0,2,Completed,Indonesia,1780000.0
INV-013163,2023-12-17,CUST-00175,PROD-0080,Sports,790000.0,2,Completed,Indonesia,1580000.0
INV-013164,2023-05-08,CUST-02010,PROD-0089,Sports,510000.0,2,Completed,Indonesia,1020000.0
INV-013165,2023-10-08,CUST-01783,PROD-0026,Electronics,12900000.0,1,Completed,Indonesia,12900000.0
INV-013166,2023-12-01,CUST-02292,PROD-0086,Clothing,371000.0,1,Completed,Indonesia,371000.0
INV-013167,2023-12-15,CUST-00666,PROD-0089,Sports,510000.0,5,Completed,Indonesia,2550000.0
INV-013168,2023-10-22,CUST-02797,PROD-0072,Sports,930000.0,1,Completed,Indonesia,930000.0
INV-013169,2023-02-08,CUST-03744,PROD-0092,Sports,310000.0,1,Completed,Indonesia,310000.0
INV-013170,2023-01-09,CUST-03691,PROD-0091,Home & Garden,140000.0,1,Completed,Singapore,140000.0
INV-013171,2023-07-20,CUST-01965,PROD-0040,Beauty,102000.0,1,Completed,Indonesia,102000.0
INV-013172,2023-02-12,CUST-00082,PROD-0090,Clothing,151000.0,3,Completed,Indonesia,453000.0
INV-013173,2023-10-14,CUST-04736,PROD-0043,Home & Garden,500000.0,1,Completed,Indonesia,500000.0
INV-013174,2023-08-05,CUST-01095,PROD-0086,Clothing,371000.0,1,Completed,Indonesia,371000.0
INV-013175,2023-09-28,CUST-00968,PROD-0023,Home & Garden,1200000.0,3,Completed,Indonesia,3600000.0
INV-013176,2023-07-18,CUST-01819,PROD-0082,Sports,250000.0,3,Completed,Indonesia,750000.0
INV-013177,2023-01-27,CUST-02023,PROD-0087,Beauty,299000.0,1,Completed,Thailand,299000.0
INV-013178,2023-12-01,CUST-04855,PROD-0009,Sports,480000.0,1,Completed,Indonesia,480000.0
INV-013179,2023-01-21,CUST-04579,PROD-0095,Electronics,12960000.0,1,Completed,Vietnam,12960000.0
INV-013180,2023-02-03,CUST-02841,PROD-0051,Clothing,279000.0,1,Completed,Indonesia,279000.0
INV-013181,2023-03-13,CUST-02549,PROD-0061,Sports,780000.0,3,Completed,Indonesia,2340000.0
